0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	-0.0102521494852503
1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1.39868262142820
0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0.564564389144387
1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0.316499554111900
0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0.976922654848988
1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0.415870687878858
1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0.196685367319127
1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0.808856155401251
1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0.0494414734632862
0	1	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0.330906052794504
1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1.15690836018209
0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0.0982665078977121
0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0.530505878859792
1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0.312486300462389
0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	-0.0734139796825879
0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0.103612990905756
1	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	0.125893204721571
0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1.40425608703551
0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0.452272376656904
1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0.308353859807891
1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0.249433046651220
1	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	-0.149122511394669
1	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	-0.0732341739740292
0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	1.18184403917669
1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0.431929652698155
1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0.268034204146495
0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0.272965623269904
0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0.656132681590279
1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0.0264898048815105
1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0.410361376114331
0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0.0412116051809797
0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0.896950932629046
0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0.275807448922386
0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0.489700549897982
0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0.191727699716623
0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0.150587895299189
1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	-0.0421614320796166
0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0.0443346296951042
1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	-0.00872648035499068
1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0.214659573360883
0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	1.21291848437877
0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0.700151813292550
0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0.583588530328843
0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0.972795701295489
1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	0.0854226672459966
0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0.176320096993315
0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0.176450523836525
0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0.290326858817998
0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0.116069988818619
1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1.06305739064800
0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0.211020952298142
1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0.297327450973878
1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0.159239275245614
0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0.819242145863139
0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0.513718372604220
1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0.327699145937565
0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	-0.0672640591255380
0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	1.61229398667499
1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	-0.0602173527525771
1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0.282501325142043
1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0.403036480252194
1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	-0.120515432340387
0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0.0372437323574992
1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0.245862904614800
1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0.649242710844657
0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	1	-0.0238696773631979
1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0.776087164822013
1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0.374701215207217
0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0.194656731745418
1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0.207810942878840
0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0.401808504246834
0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	-0.0248246977460944
0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0.328828213785616
0	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	1.17482574991019
0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0.132516323436409
0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0.366088680219981
1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1.18607648447233
1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0.158080732802496
0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0.253762680637774
1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0.214761782817213
0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0.740167240313927
1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0.681847290848094
0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1.10207228577591
1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0.162815932961543
0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0.714323971499699
0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0.359079499518664
0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1.30580025936352
0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	-0.0686159507068140
1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0.360019011117739
1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	-0.0237969236343680
1	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0.593319997111117
0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1.57326953301333
0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	-0.0443389727581867
1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0.326060905578260
0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0.300730362752226
1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	1	-0.0264625576805670
0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1.16775964878748
1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1.48887344632506
1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	-0.0391721916443828
0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0.540045947640316
1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	-0.0506758379646008
0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.561776756142365
0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0.467728731614180
1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0.116857855739617
0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0.600301892799809
0	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	-0.151866232205670
0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0.145346274322666
1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0.302494797789095
0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0.931089517953790
1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0.339380076723877
1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	-0.0889697235612381
1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	-0.0264445092550396
1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	-0.00337768618435774
1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1.21894134449452
1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	-0.223868677871415
0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0.492261930997895
1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0.336117142825163
1	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0.153884694886013
0	1	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0.193422414717897
0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0.702467131142765
0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0.486485548082079
0	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0.333919853601323
1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0.209627253881600
0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1.04918032962416
1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0.0124176237607436
1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0.114123262673424
0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0.131518625585361
0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1.54083188845958
0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0.954554327471534
0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0.557277839421609
0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1.05557847364310
1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1.47627654466210
0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.213918162433085
0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0.921924026009407
1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0.235862001682165
0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0.429674614182840
1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0.260289410819556
0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0.160479329193294
1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	-0.00279253208694996
0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	-0.000856714219462873
0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0.00957810440684170
0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0.488411731194830
0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0.359460525646188
0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0.214507538892718
1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0.202695591354857
1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	-0.204900740265458
1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0.224027615252101
0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0.334210543143382
1	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	-0.0572511055711296
0	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0.169325544087091
1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0.0501605586670593
1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0.415028084781802
0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0.103555857895746
1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0.294135057533211
1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0.579023594638613
1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0.557330056621911
0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	-0.111066661683260
1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0.616345719865372
1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0.307681038867532
0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1.31850519496721
0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0.345153073084987
0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0.604298000838462
0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0.287030819815701
1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1.01272019889131
1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.532249027527406
1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0.421940285660831
1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0.0481595432801214
0	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0.154169708085249
1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0.254520939060601
1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0.00800015713474522
0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0.336197910693119
1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0.701161593067685
1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0.243295937279083
0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	1	-0.0488722406496827
0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0.00271013500526962
0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	-0.0552376224189857
0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	-0.0222099439672228
0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	-0.0137800127309795
0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	-0.0909437431857434
1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	-0.120250837801908
0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0.807796463879903
1	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0.106460658947952
1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	0.465060558792139
0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0.529556324552811
1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	-0.0279639022050304
0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0.761390230999595
1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0.263685836390419
0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	-0.0810050457967648
1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0.729910421116273
1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0.194774486433285
1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0.694346103759262
1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0.653726586297850
1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0.576297304883408
0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	-0.0506399105795978
1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0.613563979485083
0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	-0.0135914625790008
1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0.272573324067317
1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0.104463573847671
0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0.117235026445048
0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0.609025558983841
1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0.684691097871632
1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0.323227548448010
1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0.318644300837789
1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0.180514141155594
0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0.295996656915399
0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	-0.0522056840634271
0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0.857489898435848
0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0.490896890452134
1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0.303216942624580
0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0.622239643041052
0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0.653839573169659
0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0.206684550298146
1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1.31992752974987
0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1.60244721844356
1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0.0637913387002094
1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0.328147480943422
1	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	-0.0413275427833426
1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0.271233542007991
0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0.427041057363542
1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1.09273147886812
0	0	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0.227643704273699
0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0.550994774188954
1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0.0837860274146536
0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0.0388024658184669
0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0.202069278094502
1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0.112749681503345
1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0.190951848502475
0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0.191235942478759
1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1.39907181443168
1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0.0308762507119589
1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1.75186333810675
0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0.315648040552226
0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1.26945354664507
1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0.753928615662023
0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0.881027145128027
0	1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0.0439500178167265
1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	-0.174406330583388
0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0.265526787676219
1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0.298289703067415
1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0.0996783764118412
1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	1.27391651087615
1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0.627163551278763
0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0.175754354614575
0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0.284206936093156
1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1.64802722476975
1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0.814266335423557
0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0.780096101056184
1	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0.148873307603402
1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0.136133417185818
0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1.61204916422581
0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0.632076869756567
1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	-0.0535702441590935
0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1.37344587686076
1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1.41943295947869
0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	-0.0593268882263196
0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	-0.0118872380835136
1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0.829455783879237
0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0.951353632543864
0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0.541951472515361
1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	-0.169836825670011
0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0.247257393330862
0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1.36255786254846
1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0.186323528676365
0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0.103201775104885
1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0.179350354606861
1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0.442504248728451
1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0.230438850805722
0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0.493629061685194
1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	-0.0407600335431262
1	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0.149835173718369
0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	-0.00597156042215374
1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0.0754091165845274
1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0.0149165199874552
1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0.0101386269217443
1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0.763177264596539
0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0.737935872098412
0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0.590461439289296
1	0	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0.405025582285397
0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	-0.0696617087139195
1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0.157083108481704
1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0.549275245090353
0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0.324105813103472
1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0.213890772772956
0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1.37281119829099
1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0.277667587927652
